,y0,y1,height,width,front_area,datetime_enter,datetime_leave,duration,timedelta_start,timedelta_end,audio_start_s,audio_end_s,class_1,class_2
789,385,565,164,180,29520,2022-11-01 12:49:59.987,2022-11-01 12:50:00.320,0.333,0 days 00:00:37.987000,0 days 00:00:38.320000,37.1535,39.1535,medium,medium_big
790,363,534,167,171,28557,2022-11-01 12:51:39.884,2022-11-01 12:51:40.284,0.4,0 days 00:02:17.884000,0 days 00:02:18.284000,137.084,139.084,medium,medium_big
791,127,278,147,151,22197,2022-11-01 12:51:50.044,2022-11-01 12:51:50.444,0.4,0 days 00:02:28.044000,0 days 00:02:28.444000,147.24400000000003,149.24400000000003,medium,medium_small
792,392,547,157,155,24335,2022-11-01 12:52:09.711,2022-11-01 12:52:10.005,0.29400000000000004,0 days 00:02:47.711000,0 days 00:02:48.005000,166.858,168.858,medium,medium_small
793,375,544,149,169,25181,2022-11-01 12:52:23.525,2022-11-01 12:52:23.859,0.334,0 days 00:03:01.525000,0 days 00:03:01.859000,180.692,182.692,medium,medium
794,341,507,169,166,28054,2022-11-01 12:52:54.753,2022-11-01 12:52:55.207,0.454,0 days 00:03:32.753000,0 days 00:03:33.207000,211.98000000000002,213.98000000000002,medium,medium
795,103,283,165,180,29700,2022-11-01 12:53:33.715,2022-11-01 12:53:34.088,0.373,0 days 00:04:11.715000,0 days 00:04:12.088000,250.9015,252.9015,medium,medium_big
796,366,535,149,169,25181,2022-11-01 12:54:00.129,2022-11-01 12:54:00.583,0.454,0 days 00:04:38.129000,0 days 00:04:38.583000,277.356,279.356,medium,medium
797,346,527,179,181,32399,2022-11-01 12:54:01.796,2022-11-01 12:54:02.249,0.453,0 days 00:04:39.796000,0 days 00:04:40.249000,279.02250000000004,281.02250000000004,medium,medium_big
798,95,260,165,165,27225,2022-11-01 12:54:10.876,2022-11-01 12:54:11.289,0.41300000000000003,0 days 00:04:48.876000,0 days 00:04:49.289000,288.08250000000004,290.08250000000004,medium,medium
799,60,295,333,235,78255,2022-11-01 12:54:25.504,2022-11-01 12:54:26.544,1.04,0 days 00:05:03.504000,0 days 00:05:04.544000,303.024,305.024,large,large
800,361,522,159,161,25599,2022-11-01 12:54:49.465,2022-11-01 12:54:49.797,0.332,0 days 00:05:27.465000,0 days 00:05:27.797000,326.63100000000003,328.63100000000003,medium,medium
801,117,288,150,171,25650,2022-11-01 12:55:03.931,2022-11-01 12:55:04.291,0.36000000000000004,0 days 00:05:41.931000,0 days 00:05:42.291000,341.111,343.111,medium,medium_big
802,398,547,162,149,24138,2022-11-01 12:55:16.826,2022-11-01 12:55:17.065,0.23900000000000002,0 days 00:05:54.826000,0 days 00:05:55.065000,353.94550000000004,355.94550000000004,medium,medium_small
803,358,530,193,172,33196,2022-11-01 12:55:22.758,2022-11-01 12:55:23.239,0.48100000000000004,0 days 00:06:00.758000,0 days 00:06:01.239000,359.99850000000004,361.99850000000004,medium,medium_big
804,113,273,172,160,27520,2022-11-01 12:55:36.239,2022-11-01 12:55:36.559,0.32,0 days 00:06:14.239000,0 days 00:06:14.559000,373.399,375.399,medium,medium_small
805,365,530,207,165,34155,2022-11-01 12:55:59.040,2022-11-01 12:55:59.467,0.42700000000000005,0 days 00:06:37.040000,0 days 00:06:37.467000,396.25350000000003,398.25350000000003,medium,medium
